Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit
ORD10250,2025-02-27,CUST1055,Cookware Set,Home & Kitchen,Central,7,270.41,0.05,1798.23,287.76
ORD10056,2025-02-28,CUST1070,Cookware Set,Home & Kitchen,East,2,67.06,0.15,114.0,20.79
ORD10081,2025-02-28,CUST1193,Cookware Set,Home & Kitchen,East,2,164.92,0.1,296.86,66.39
ORD10169,2025-02-28,CUST1179,Keyboard,Electronics,East,4,34.23,0.05,130.07,12.54
ORD10476,2025-02-28,CUST1145,Cookware Set,Home & Kitchen,South,3,149.76,0.05,426.82,50.91
ORD10360,2025-02-28,CUST1049,Jeans,Clothing,North,4,65.6,0.0,262.4,25.88
ORD10118,2025-03-02,CUST1155,Keyboard,Electronics,Central,6,123.39,0.05,703.32,204.75
ORD10123,2025-03-03,CUST1043,Table,Furniture,Central,6,486.73,0.0,2920.38,475.59
ORD10408,2025-03-04,CUST1136,Smartphone,Electronics,South,4,536.63,0.05,2039.19,207.57
ORD10415,2025-03-06,CUST1116,Jacket,Clothing,West,1,145.86,0.1,131.27,8.93
ORD10149,2025-03-09,CUST1016,Laptop,Electronics,South,1,489.51,0.15,416.08,56.01
ORD10265,2025-03-09,CUST1061,Coffee Maker,Home & Kitchen,Central,1,157.57,0.05,149.69,44.82
ORD10092,2025-03-09,CUST1164,T-Shirt,Clothing,East,7,46.08,0.05,306.43,67.32
ORD10474,2025-03-10,CUST1157,Air Fryer,Home & Kitchen,West,6,183.9,0.15,937.89,146.17
ORD10313,2025-03-10,CUST1167,Smartphone,Electronics,West,5,807.64,0.05,3836.29,634.22
ORD10146,2025-03-11,CUST1058,Laptop,Electronics,West,4,1149.44,0.1,4137.98,827.23
ORD10401,2025-03-11,CUST1030,Keyboard,Electronics,East,1,121.84,0.15,103.56,21.37
ORD10399,2025-03-14,CUST1181,Coffee Maker,Home & Kitchen,South,7,238.94,0.1,1505.32,308.51
ORD10196,2025-03-15,CUST1037,Office Chair,Furniture,East,5,271.76,0.1,1222.92,336.29
ORD10410,2025-03-17,CUST1006,Laptop,Electronics,West,6,573.0,0.1,3094.2,371.73
ORD10272,2025-03-17,CUST1169,Blender,Home & Kitchen,West,5,32.76,0.1,147.42,25.41
ORD10424,2025-03-19,CUST1020,Sofa,Furniture,South,5,318.78,0.0,1593.9,448.59
ORD10126,2025-03-19,CUST1170,Desk,Furniture,North,5,380.34,0.05,1806.61,335.94
ORD10489,2025-03-20,CUST1011,Air Fryer,Home & Kitchen,South,6,87.69,0.15,447.22,49.86
ORD10064,2025-03-20,CUST1083,Desk,Furniture,Central,5,577.04,0.1,2596.68,201.31
ORD10444,2025-03-21,CUST1158,Table,Furniture,East,3,408.4,0.0,1225.2,284.06
ORD10186,2025-03-22,CUST1002,Sneakers,Clothing,North,2,156.29,0.1,281.32,62.23
ORD10385,2025-03-22,CUST1169,Jeans,Clothing,North,4,117.97,0.1,424.69,115.71
ORD10396,2025-03-22,CUST1015,Coffee Maker,Home & Kitchen,North,6,168.72,0.1,911.09,160.12
ORD10246,2025-03-23,CUST1122,Cookware Set,Home & Kitchen,North,4,282.52,0.1,1017.07,296.13
ORD10458,2025-03-24,CUST1101,Bookshelf,Furniture,West,6,116.59,0.1,629.59,41.91
ORD10487,2025-03-25,CUST1189,Smartphone,Electronics,West,3,514.14,0.2,1233.94,96.01
ORD10285,2025-03-25,CUST1141,Backpack,Clothing,South,1,69.99,0.15,59.49,16.29
ORD10109,2025-03-25,CUST1127,Smartphone,Electronics,West,1,899.55,0.0,899.55,73.62
ORD10188,2025-03-25,CUST1058,Sneakers,Clothing,Central,3,46.57,0.15,118.75,24.23
ORD10329,2025-03-26,CUST1195,Desk,Furniture,North,1,381.38,0.1,343.24,95.19
ORD10193,2025-03-27,CUST1164,Blender,Home & Kitchen,West,3,150.12,0.1,405.32,99.96
ORD10124,2025-03-27,CUST1121,Smartphone,Electronics,West,2,655.12,0.15,1113.7,182.96
ORD10189,2025-03-29,CUST1107,Jeans,Clothing,East,3,64.57,0.1,174.34,21.11
ORD10386,2025-03-29,CUST1108,Vacuum Cleaner,Home & Kitchen,East,2,180.34,0.05,342.65,49.57
ORD10225,2025-03-30,CUST1021,Laptop,Electronics,South,2,849.45,0.2,1359.12,86.62
ORD10446,2025-03-30,CUST1062,Blender,Home & Kitchen,East,4,34.41,0.1,123.88,6.94
ORD10160,2025-03-30,CUST1063,Jeans,Clothing,East,2,30.3,0.0,60.6,14.72
ORD10082,2025-03-31,CUST1113,Sneakers,Clothing,East,7,50.63,0.05,336.69,41.91
ORD10156,2025-03-31,CUST1127,Laptop,Electronics,West,3,518.77,0.1,1400.68,103.99
ORD10068,2025-03-31,CUST1079,Cookware Set,Home & Kitchen,East,6,184.96,0.25,832.32,190.15
ORD10208,2025-04-01,CUST1061,Backpack,Clothing,Central,3,110.02,0.1,297.05,79.79
ORD10236,2025-04-01,CUST1196,Sneakers,Clothing,North,2,116.13,0.1,209.03,49.43
ORD10245,2025-04-01,CUST1063,Monitor,Electronics,North,2,210.7,0.1,379.26,96.11
ORD10022,2025-04-02,CUST1098,Laptop,Electronics,East,5,751.91,0.1,3383.6,423.4
ORD10133,2025-04-03,CUST1180,Smartphone,Electronics,West,6,762.78,0.05,4347.85,722.37
ORD10226,2025-04-03,CUST1199,Headphones,Electronics,East,1,241.67,0.25,181.25,24.3
ORD10192,2025-04-03,CUST1168,Air Fryer,Home & Kitchen,South,7,216.98,0.05,1442.92,251.99
ORD10231,2025-04-04,CUST1083,Cookware Set,Home & Kitchen,South,6,270.73,0.1,1461.94,94.09
ORD10183,2025-04-04,CUST1056,Coffee Maker,Home & Kitchen,Central,7,124.33,0.15,739.76,160.9
ORD10448,2025-04-05,CUST1137,Cookware Set,Home & Kitchen,East,7,201.55,0.15,1199.22,256.19
ORD10390,2025-04-06,CUST1157,Air Fryer,Home & Kitchen,Central,5,187.37,0.05,890.01,269.19
ORD10073,2025-04-06,CUST1149,Monitor,Electronics,West,7,178.78,0.1,1126.31,179.42
ORD10470,2025-04-07,CUST1092,Cookware Set,Home & Kitchen,West,3,198.23,0.0,594.69,164.92
ORD10061,2025-04-08,CUST1157,Office Chair,Furniture,East,5,305.85,0.05,1452.79,387.94
ORD10233,2025-04-09,CUST1196,Sneakers,Clothing,South,7,166.91,0.1,1051.53,155.75
ORD10271,2025-04-09,CUST1150,Vacuum Cleaner,Home & Kitchen,North,1,213.34,0.1,192.01,39.42
ORD10418,2025-04-10,CUST1173,Table,Furniture,West,4,382.11,,1299.17,55.26
ORD10210,2025-04-11,CUST1054,Laptop,Electronics,South,6,793.07,0.1,4282.58,394.3
ORD10198,2025-04-11,CUST1092,Cookware Set,Home & Kitchen,South,7,181.26,0.0,1268.82,198.61
ORD10378,2025-04-12,CUST1073,Headphones,Electronics,Central,1,45.93,0.0,45.93,8.12
ORD10004,2025-04-12,CUST1062,Backpack,Clothing,South,6,28.25,0.0,169.5,24.15
ORD10098,2025-04-12,CUST1006,Table,Furniture,North,6,555.42,0.15,2832.64,215.58
ORD10293,2025-04-13,CUST1104,Blender,Home & Kitchen,North,5,119.16,0.15,506.43,118.05
ORD10328,2025-04-13,CUST1019,Jeans,Clothing,West,1,94.34,0.1,84.91,17.44
ORD10388,2025-04-14,CUST1118,Laptop,Electronics,East,5,1066.08,0.2,4264.32,359.26
ORD10058,2025-04-14,CUST1100,Monitor,Electronics,South,4,286.13,0.1,1030.07,268.2
ORD10021,2025-04-14,CUST1010,Backpack,Clothing,Central,6,91.39,0.05,520.92,142.47
ORD10069,2025-04-14,CUST1059,Smartphone,Electronics,East,7,313.41,0.15,1864.79,335.15
ORD10259,2025-04-15,CUST1106,Jeans,Clothing,East,7,80.06,0.1,504.38,64.34
ORD10173,2025-04-17,CUST1089,Jacket,Clothing,East,1,209.6,0.15,178.16,13.65
ORD10136,2025-04-18,CUST1110,Office Chair,Furniture,South,1,353.01,0.1,317.71,63.83
ORD10167,2025-04-18,CUST1091,Bookshelf,Furniture,East,2,278.48,0.15,473.42,119.39
ORD10412,2025-04-19,CUST1104,Cookware Set,Home & Kitchen,North,4,231.21,0.15,786.11,87.04
ORD10274,2025-04-19,CUST1005,Cookware Set,Home & Kitchen,West,1,260.03,0.0,260.03,82.83
ORD10288,2025-04-19,CUST1116,Backpack,Clothing,East,4,105.98,0.05,402.72,78.74
ORD10374,2025-04-21,CUST1144,T-Shirt,Clothing,North,7,24.47,0.0,171.29,46.37
ORD10003,2025-04-21,CUST1136,T-Shirt,Clothing,North,7,31.34,0.15,186.47,37.68
ORD10047,2025-04-21,CUST1034,Table,Furniture,South,2,602.86,0.1,1085.15,281.64
ORD10347,2025-04-22,CUST1039,Jacket,Clothing,South,1,171.46,0.25,128.6,2.69
ORD10292,2025-04-22,CUST1145,Headphones,Electronics,West,2,172.47,0.2,275.95,16.55
ORD10234,2025-04-23,CUST1069,Table,Furniture,Central,7,442.79,0.15,2634.6,213.15
ORD10463,2025-04-23,CUST1058,Sneakers,Clothing,South,4,92.2,0.15,313.48,47.76
ORD10456,2025-04-24,CUST1136,Office Chair,Furniture,South,3,252.35,0.15,643.49,148.09
ORD10248,2025-04-24,CUST1088,Air Fryer,Home & Kitchen,South,4,192.81,0.15,655.55,179.08
ORD10310,2025-04-26,CUST1162,Headphones,Electronics,West,2,200.02,0.25,300.03,46.82
ORD10287,2025-04-26,CUST1046,Bookshelf,Furniture,North,3,77.93,0.1,210.41,48.04
ORD10242,2025-04-26,CUST1153,Vacuum Cleaner,Home & Kitchen,North,1,162.94,0.1,146.65,19.12
ORD10253,2025-04-26,CUST1055,Blender,Home & Kitchen,North,4,161.86,0.0,647.44,75.75
ORD10230,2025-04-27,CUST1084,Jeans,Clothing,North,1,35.54,0.2,28.43,3.47
ORD10475,2025-04-28,CUST1186,Jacket,Clothing,Central,6,112.43,0.1,607.12,161.64
ORD10017,2025-04-29,CUST1177,Desk,Furniture,Central,5,191.05,0.1,859.72,55.96
ORD10070,2025-04-29,CUST1150,Vacuum Cleaner,Home & Kitchen,Central,2,436.61,0.25,654.92,92.79
ORD10119,2025-05-02,CUST1154,Coffee Maker,Home & Kitchen,South,6,196.46,0.15,1001.95,138.05
ORD10376,2025-05-03,CUST1054,Desk,Furniture,South,2,487.9,0.15,829.43,45.25
ORD10462,2025-05-04,CUST1039,Jeans,Clothing,North,2,86.93,0.1,156.47,24.86
ORD10065,2025-05-04,CUST1154,Smartphone,Electronics,North,6,294.5,0.05,1678.65,479.78
ORD10170,2025-05-05,CUST1073,Backpack,Clothing,East,5,62.2,0.15,264.35,68.49
ORD10394,2025-05-06,CUST1169,Blender,Home & Kitchen,West,7,119.22,0.0,834.54,91.38
ORD10465,2025-05-06,CUST1192,Vacuum Cleaner,Home & Kitchen,South,1,265.21,0.0,265.21,44.69
ORD10040,2025-05-06,CUST1108,Sofa,Furniture,West,2,537.32,0.1,967.18,123.13
ORD10493,2025-05-08,CUST1104,Keyboard,Electronics,East,1,52.83,0.1,47.55,8.5
ORD10421,2025-05-08,CUST1077,Air Fryer,Home & Kitchen,West,2,142.39,0.2,227.82,21.93
ORD10223,2025-05-09,CUST1133,Headphones,Electronics,West,6,183.06,0.0,1098.36,207.55
ORD10057,2025-05-12,CUST1187,Monitor,Electronics,Central,2,438.09,0.0,876.18,279.42
ORD10282,2025-05-12,CUST1029,Table,Furniture,West,4,199.83,0.05,759.35,137.92
ORD10281,2025-05-13,CUST1127,Vacuum Cleaner,Home & Kitchen,East,4,478.92,0.05,1819.9,140.08
ORD10071,2025-05-13,CUST1179,Coffee Maker,Home & Kitchen,East,1,217.75,0.1,195.98,31.02
ORD10032,2025-05-14,CUST1171,Laptop,Electronics,North,4,1061.29,0.25,3183.87,722.61
ORD10045,2025-05-15,CUST1158,Monitor,Electronics,Central,7,307.82,0.1,1939.27,129.07
ORD10195,2025-05-17,CUST1107,Desk,Furniture,South,7,208.16,0.2,1165.7,274.89
ORD10326,2025-05-18,CUST1033,T-Shirt,Clothing,Central,5,24.02,0.2,96.08,13.22
ORD10001,2025-05-18,CUST1105,Office Chair,Furniture,West,4,204.27,0.1,735.37,175.65
ORD10368,2025-05-19,CUST1131,Vacuum Cleaner,Home & Kitchen,North,5,399.66,0.15,1698.56,101.67
ORD10268,2025-05-19,CUST1109,T-Shirt,Clothing,Central,7,15.41,0.25,80.9,12.69
ORD10158,2025-05-19,CUST1164,Air Fryer,Home & Kitchen,East,6,159.28,0.2,764.54,195.73
ORD10469,2025-05-20,CUST1071,Laptop,Electronics,North,5,753.77,0.05,3580.41,599.58
ORD10400,2025-05-21,CUST1174,Cookware Set,Home & Kitchen,Central,4,206.33,0.0,825.32,80.24
ORD10179,2025-05-21,CUST1182,Coffee Maker,Home & Kitchen,North,4,229.78,0.2,735.3,29.78
ORD10214,2025-05-21,CUST1055,Headphones,Electronics,Central,4,39.76,0.1,143.14,19.57
ORD10486,2025-05-21,CUST1170,Blender,Home & Kitchen,West,2,79.63,0.0,159.26,40.0
ORD10075,2025-05-23,CUST1022,T-Shirt,Clothing,East,3,36.34,0.15,92.67,17.33
ORD10442,2025-05-27,CUST1096,Coffee Maker,Home & Kitchen,South,1,146.02,0.2,116.82,17.35
ORD10291,2025-05-27,CUST1045,Headphones,Electronics,East,7,128.11,0.1,807.09,197.51
ORD10447,2025-05-28,CUST1049,Coffee Maker,Home & Kitchen,South,6,123.06,0.1,664.52,63.18
ORD10357,2025-05-29,CUST1195,Smartphone,Electronics,East,2,304.71,0.0,609.42,138.5
ORD10270,2025-05-29,CUST1039,Keyboard,Electronics,Central,2,36.7,0.1,66.06,10.67
ORD10449,2025-05-31,CUST1092,Desk,Furniture,North,2,398.86,0.2,638.18,121.21
ORD10034,2025-06-02,CUST1039,Coffee Maker,Home & Kitchen,North,2,54.11,0.0,108.22,26.93
ORD10375,2025-06-02,CUST1025,Keyboard,Electronics,North,4,64.98,0.1,233.93,52.56
ORD10279,2025-06-03,CUST1158,Jacket,Clothing,West,2,84.75,0.1,152.55,15.76
ORD10251,2025-06-03,CUST1046,Laptop,Electronics,South,6,1170.99,0.15,5972.05,741.69
ORD10165,2025-06-03,CUST1065,Headphones,Electronics,West,5,159.6,0.15,678.3,177.5
ORD10211,2025-06-04,CUST1088,Backpack,Clothing,West,5,62.16,0.0,310.8,26.76
ORD10221,2025-06-04,CUST1085,Sneakers,Clothing,South,2,75.37,0.05,143.2,17.15
ORD10145,2025-06-05,CUST1062,Headphones,Electronics,West,3,114.47,0.1,309.07,21.41
ORD10018,2025-06-05,CUST1177,Jeans,Clothing,West,1,73.63,0.1,66.27,15.41
ORD10199,2025-06-05,CUST1018,Blender,Home & Kitchen,South,1,69.04,0.1,62.14,12.1
ORD10060,2025-06-06,CUST1002,Office Chair,Furniture,Central,2,346.97,0.0,693.94,66.11
ORD10103,2025-06-08,CUST1114,Office Chair,Furniture,West,7,319.27,0.1,2011.4,205.29
ORD10224,2025-06-09,CUST1092,Sofa,Furniture,Central,2,343.91,0.05,653.43,152.04
ORD10049,2025-06-09,CUST1067,Jeans,Clothing,North,4,99.38,0.2,318.02,54.82
ORD10114,2025-06-10,CUST1132,Cookware Set,Home & Kitchen,West,3,232.76,0.25,523.71,110.04
ORD10137,2025-06-10,CUST1069,Backpack,Clothing,North,5,74.42,0.15,316.29,36.93
ORD10428,2025-06-11,CUST1083,Coffee Maker,Home & Kitchen,West,2,143.59,0.15,244.1,28.9
ORD10031,2025-06-11,CUST1154,Jacket,Clothing,West,2,155.93,0.15,265.08,29.18
ORD10364,2025-06-11,CUST1062,T-Shirt,Clothing,North,2,49.07,0.1,88.33,12.25
ORD10002,2025-06-12,CUST1057,Coffee Maker,Home & Kitchen,East,7,213.27,0.1,1343.6,328.14
ORD10232,2025-06-12,CUST1035,Backpack,Clothing,North,3,74.03,0.05,210.99,15.81
ORD10302,2025-06-13,CUST1158,T-Shirt,Clothing,West,1,36.08,0.1,32.47,6.37
ORD10484,2025-06-16,CUST1170,Backpack,Clothing,North,2,108.95,0.15,185.22,36.54
ORD10393,2025-06-16,CUST1194,Office Chair,Furniture,East,1,411.6,0.15,349.86,69.26
ORD10434,2025-06-17,CUST1183,Monitor,Electronics,North,2,439.37,0.15,746.93,173.17
ORD10327,2025-06-17,CUST1190,Sneakers,Clothing,North,7,161.54,0.0,1130.78,228.99
ORD10147,2025-06-18,CUST1161,Jeans,Clothing,East,5,36.3,0.15,154.28,31.98
ORD10339,2025-06-18,CUST1162,Table,Furniture,East,7,578.08,0.05,3844.23,516.67
ORD10398,2025-06-18,CUST1139,Desk,Furniture,West,1,567.6,0.1,510.84,99.92
ORD10318,2025-06-18,CUST1143,Headphones,Electronics,South,2,218.62,0.05,415.38,48.02
ORD10203,2025-06-19,CUST1139,Smartphone,Electronics,East,7,828.21,0.25,4348.1,794.47
ORD10026,2025-06-19,CUST1124,Cookware Set,Home & Kitchen,West,1,83.07,0.15,70.61,3.31
ORD10010,2025-06-20,CUST1069,Jacket,Clothing,South,6,93.9,0.0,563.4,107.32
ORD10201,2025-06-20,CUST1063,Backpack,Clothing,Central,3,71.66,0.05,204.23,43.25
ORD10215,2025-06-22,CUST1003,T-Shirt,Clothing,Central,6,53.35,0.0,320.1,31.12
ORD10241,2025-06-22,CUST1023,Coffee Maker,Home & Kitchen,West,7,91.51,0.1,576.51,163.97
ORD10104,2025-06-23,CUST1027,Sneakers,Clothing,Central,1,137.04,0.0,137.04,31.05
ORD10411,2025-06-24,CUST1185,Bookshelf,Furniture,South,5,165.27,0.1,743.72,129.56
ORD10028,2025-06-24,CUST1074,Jeans,Clothing,South,3,92.21,0.0,276.63,70.37
ORD10096,2025-06-24,CUST1160,Office Chair,Furniture,Central,1,360.61,0.1,324.55,54.65
ORD10020,2025-06-24,CUST1131,Monitor,Electronics,South,3,401.84,0.1,1084.97,132.59
ORD10459,2025-06-28,CUST1112,Smartphone,Electronics,West,4,743.2,0.15,2526.88,325.75
ORD10333,2025-06-28,CUST1193,Laptop,Electronics,North,6,602.78,0.15,3074.18,663.87
ORD10090,2025-06-30,CUST1129,Sofa,Furniture,Central,1,1165.89,0.15,991.01,218.98
ORD10308,2025-06-30,CUST1115,Table,Furniture,North,7,279.02,0.15,1660.17,274.27
ORD10025,2025-06-30,CUST1002,Office Chair,Furniture,Central,5,236.03,0.0,1180.15,322.39
ORD10316,2025-06-30,CUST1147,T-Shirt,Clothing,Central,6,47.91,0.2,229.97,38.55
ORD10244,2025-06-30,CUST1061,Desk,Furniture,Central,5,267.0,0.1,1201.5,239.95
ORD10488,2025-07-01,CUST1013,Laptop,Electronics,East,2,952.04,0.05,1808.88,508.57
ORD10007,2025-07-01,CUST1066,Keyboard,Electronics,West,5,120.6,0.0,603.0,129.35
ORD10413,2025-07-02,CUST1036,Vacuum Cleaner,Home & Kitchen,North,4,337.31,0.05,1281.78,127.69
ORD10153,2025-07-03,CUST1138,Smartphone,Electronics,Central,4,606.53,0.05,2304.81,387.32
ORD10349,2025-07-04,CUST1088,Sofa,Furniture,Central,3,802.57,0.05,2287.32,612.3
ORD10023,2025-07-05,CUST1089,Laptop,Electronics,West,5,613.52,0.15,2607.46,680.77
ORD10187,2025-07-06,CUST1189,Coffee Maker,Home & Kitchen,South,4,65.27,0.15,221.92,32.33
ORD10155,2025-07-06,CUST1038,Coffee Maker,Home & Kitchen,South,2,123.64,0.1,222.55,16.03
